0,1,max_intersection_similarity,jaccard_similarity,spacy_similarity
6729,joining book club today,,,TEC1
6730,sharing video sem subtitles us gringas read haha need practice spanish,,,TEC1
6731,inconditional help guidance gravity working group,TEC17,TEC17,TEC17
6732,productive onboarding wg thank much contributing,TEC6,TEC6,TEC1
6733,hard work stewards tec,TEC15,TEC15,TEC15
6734,friends juan karlos,,,TEC16
6735,joining tec community call week,TEC15,TEC15,TEC15
6736,joining last soft gov meeting thanks much presence contributions,TEC2,TEC2,TEC2
6737,joining tec agreements hack session today,TEC15,TEC15,TEC2
6738,joining last legal meeting,TEC4,TEC4,TEC4
6739,powering dandelion voting parameter posts sunday going big week tec,TEC2,TEC15,TEC2
6740,contributions sunday,,,TEC13
6741,joining last commons stack simulator sync,TEC5,TEC5,TEC5
6742,joining commons stack simulator sync week,TEC5,TEC5,TEC5
6743,fascinating informational deep dive dandelion voting parameters,TEC2,TEC3,TEC2
6744,cs dev diagrams,TEC5,TEC5,TEC5
6745,chats jess narratives,,,TEC1
6746,joining tec community call week,TEC15,TEC15,TEC15
6747,hour work reviewing improving min max hatch goal tests hatch smart contracts changes,TEC6,TEC6,TEC2
6748,attending today impact hours deep dive looking forward parameter sets,,,TEC2
6749,insights difficult questions productivity today legal wg weekly sync thanks also coach b dr llau anja double shoutout santi leading,TEC4,TEC4,TEC1
6750,preparing amazing analogies spanish share community latam caribbean amazing hear symbolic language tec also one wizards behind magic master dragons give voice spirits gardens,TEC15,TEC15,TEC16
6751,covering te labs call laying resources,TEC9,TEC9,TEC2
6752,attending caribe eth getting commons ideas spanish speaking community,TEC5,TEC15,TEC15
6753,amazing presentation get watch yet cannot wait already know amazing,TEC1,TEC1,TEC2
6754,working hard getting us much closer launch putting much humanness everything like calls participates forums giving warm hug cold tech building helping paulo tec template assignments giving talk eth carib community last week,TEC15,TEC15,TEC2
6755,hard work stewards tec,TEC15,TEC15,TEC15
6756,working final steps tech side,TEC5,TEC5,TEC2
6757,joining tec community call week,TEC15,TEC15,TEC15
6758,h work smart contracts working splitting hatch smart contract marketplace suite repo tecommons hatch app removed conviction voting bonding curve template still uploaded written solidity code new impact hours conversion,TEC2,TEC6,TEC2
6759,also joining param party,TEC3,TEC3,TEC3
6760,contributions sunday,,,TEC13
6761,recent huge contributions forum discussions please poke missed dish,TEC1,TEC1,TEC2
6762,work handling youtube descriptions time stamps whole time wanted praise work tec labs super awesome hope see project continue blossom perhaps submit grant tec grow pre cadcad ed rock,TEC10,TEC9,TEC2
6763,connecting regis token engineering,,,TEC14
6764,joining commons stack simulator sync week,TEC5,TEC5,TEC5
6765,fascinating informational deep dive dandelion voting parameters,TEC2,TEC3,TEC2
6766,contributions community hours online talks durgadas,TEC15,TEC15,TEC1
6767,joining tec community call week,TEC15,TEC15,TEC15
6768,attending today impact hours deep dive looking forward parameter sets,,,TEC2
6769,awesome intro impact hours calculations,,,TEC10
6770,showing forum posts contributing,TEC1,TEC1,TEC1
6771,sharing awesome research,,,TEC1
6772,energy supporting communications working group super appreciate taking time work together,TEC1,TEC1,TEC2
6773,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6774,wisdom priceless extremely helpful making sense humany stuff use struggle lot,,,TEC16
6775,knowledge provides gravity wg contributions community going lot hubspot stuff kris looking capabilities could expand,TEC17,TEC15,TEC1
6776,pulling ygg philosophy discussions allowing deeper thoughts unfolding te,TEC7,TEC7,TEC2
6777,joining tec community call week,TEC15,TEC15,TEC15
6778,yesterday gravity wg call trying tailor best ways allow resilient integral antifragle human relationships community getting best different points view,TEC17,TEC15,TEC2
6779,interesting monday morning session talk scope gravity group selection training process,TEC17,TEC17,TEC2
6780,presence reflections sharing comms wg meeting today,TEC1,TEC1,TEC1
6781,offering expertise support comms narratives,TEC1,TEC1,TEC14
6782,inconditional help guidance gravity working group,TEC17,TEC17,TEC17
6783,productive onboarding wg thank much contributing,TEC6,TEC6,TEC1
6784,helping juank gravity training,TEC17,TEC17,TEC17
6785,powering dandelion voting parameter posts sunday going big week tec,TEC2,TEC15,TEC2
6786,contributions sunday,,,TEC13
6787,recent huge contributions forum discussions please poke missed dish,TEC1,TEC1,TEC2
6788,joining last commons stack simulator sync,TEC5,TEC5,TEC5
6789,energy supporting communications working group super appreciate taking time work together,TEC1,TEC1,TEC2
6790,ser mi amigo,,,TEC15
6791,joining bookclub yesterday amazing see room full thanks presence reflections commitment,,,TEC16
6792,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6793,fascinating informational deep dive dandelion voting parameters,TEC2,TEC3,TEC2
6794,helping paulo record sessions developing market maker connector great series tec youtube channel,TEC10,TEC10,TEC10
6795,joining tec community call week,TEC15,TEC15,TEC15
6796,attending today impact hours deep dive looking forward parameter sets,,,TEC2
6797,building transparency manifesto,TEC10,TEC15,TEC2
6798,diving gravity deliverables hatch,TEC17,TEC17,TEC6
6799,showing forum posts contributing,TEC1,TEC1,TEC1
6800,presence reflections sharing comms wg meeting today,TEC1,TEC1,TEC1
6801,joining book club today,,,TEC1
6802,heart always showing grateful us offering ideas energy,,,TEC16
6803,inconditional help guidance gravity working group,TEC17,TEC17,TEC17
6804,productive onboarding wg thank much contributing,TEC6,TEC6,TEC1
6805,joining last soft gov meeting thanks much presence contributions,TEC2,TEC2,TEC2
6806,joining tec agreements hack session today,TEC15,TEC15,TEC2
6807,joining last legal meeting,TEC4,TEC4,TEC4
6808,powering dandelion voting parameter posts sunday going big week tec,TEC2,TEC15,TEC2
6809,coming energy leading params deep dive discussions making graphics promoting calls meetings thank much awesome contributions jake rock,TEC3,TEC3,TEC2
6810,recent huge contributions forum discussions please poke missed dish,TEC1,TEC1,TEC2
6811,energy supporting communications working group super appreciate taking time work together,TEC1,TEC1,TEC2
6812,visual wizardry,,,TEC1
6813,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6814,running around background pushing things forward making stellar designs get people excited point focused calls helpful,,,TEC2
6815,making stellar designs get people excited mind blowing guess point runs around background pushes things get recognized much definitely boosting praise,TEC16,TEC16,TEC2
6816,joining commons stack simulator sync week,TEC5,TEC5,TEC5
6817,productive onboarding wg weekly sync proposals hatchers guides,TEC6,TEC6,TEC6
6818,fascinating informational deep dive dandelion voting parameters,TEC2,TEC3,TEC2
6819,energy calls present background poking people need go bringing lot progress community focus tec forum organizing us make happen recording deep dive sessions,TEC15,TEC15,TEC2
6820,joining tec community call week,TEC15,TEC15,TEC15
6821,attending today impact hours deep dive looking forward parameter sets,,,TEC2
6822,setting awesome agendas every te params call puch effort forward,TEC3,TEC3,TEC2
6823,presence reflections sharing comms wg meeting today,TEC1,TEC1,TEC1
6824,continuing hard work params offering support comms well rock,TEC3,TEC3,TEC2
6825,go finisher anything gitcoin catherding bringing creative humor engages people take action joining new steward,TEC8,TEC8,TEC2
6826,hard work stewards tec,TEC15,TEC15,TEC15
6827,joining tec community call week,TEC15,TEC15,TEC15
6828,joining tec agreements hack session today,TEC15,TEC15,TEC2
6829,joining last legal meeting,TEC4,TEC4,TEC4
6830,retweeting us november,TEC1,TEC1,TEC1
6831,energy supporting communications working group super appreciate taking time work together,TEC1,TEC1,TEC2
6832,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6833,productive onboarding wg weekly sync proposals hatchers guides,TEC6,TEC6,TEC6
6834,fascinating informational deep dive dandelion voting parameters,TEC2,TEC3,TEC2
6835,help dao,,,TEC15
6836,joining tec community call week,TEC15,TEC15,TEC15
6837,attending today impact hours deep dive looking forward parameter sets,,,TEC2
6838,insights difficult questions productivity today legal wg weekly sync thanks also coach b dr llau anja double shoutout santi leading,TEC4,TEC4,TEC1
6839,presence reflections sharing comms wg meeting today,TEC1,TEC1,TEC1
6840,contribution endangered species environmental impacts aside work us,,,TEC2
6841,joining tec community call week,TEC15,TEC15,TEC15
6842,joining last soft gov meeting thanks much presence contributions,TEC2,TEC2,TEC2
6843,sharing notes bookclub discord taking leadership today,TEC1,TEC1,TEC1
6844,joining bookclub yesterday amazing see room full thanks presence reflections commitment,,,TEC16
6845,facilitating discussion first half chapter analyzing long enduring self organized self governed cprs,TEC1,TEC1,TEC2
6846,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6847,work mateo gravity wg information sharing gravity wg giving sem talking opportunity latam community event expand latin america,TEC17,TEC15,TEC1
6848,joining tec community call week,TEC15,TEC15,TEC15
6849,yesterday gravity wg call trying tailor best ways allow resilient integral antifragle human relationships community getting best different points view,TEC17,TEC15,TEC2
6850,diving gravity deliverables hatch,TEC17,TEC17,TEC6
6851,attending caribe eth getting commons ideas spanish speaking community,TEC5,TEC15,TEC15
6852,showing forum posts contributing,TEC1,TEC1,TEC1
6853,joining book club today,,,TEC1
6854,setting better call hygiene safer environment us creating awesome document gravity group,TEC17,TEC17,TEC2
6855,amazing job gravity wg agreements calls,TEC17,TEC17,TEC4
6856,hard work stewards tec,TEC15,TEC15,TEC15
6857,joining tec community call week,TEC15,TEC15,TEC15
6858,joining last soft gov meeting thanks much presence contributions,TEC2,TEC2,TEC2
6859,joining tec agreements hack session today,TEC15,TEC15,TEC2
6860,putting much work working group proposal present channels happening week saying nicest things work te philosophy active everything,TEC7,TEC7,TEC2
6861,pulling ygg philosophy discussions allowing deeper thoughts unfolding te,TEC7,TEC7,TEC2
6862,educating us ostrom principles,,,TEC2
6863,joining tec community call week,TEC15,TEC15,TEC15
6864,inputs params proposals,TEC3,TEC3,TEC3
6865,incredible work tripple praises amazing work year te academy upcoming courses add coming months look forward keep weaving together keep wonderful work appreciated,,,TEC16
6866,joining last soft gov meeting thanks much presence contributions,TEC2,TEC2,TEC2
6867,recent huge contributions forum discussions please poke missed dish,TEC1,TEC1,TEC2
6868,joining last commons stack simulator sync,TEC5,TEC5,TEC5
6869,joining bookclub yesterday amazing see room full thanks presence reflections commitment,,,TEC16
6870,joining soft gov wg always much fun share time,TEC2,TEC2,TEC2
6871,joining commons stack simulator sync week,TEC5,TEC5,TEC5
6872,figuring sourcecred,,,TEC4
6873,work gravity,TEC17,TEC17,TEC17
6874,joining tec community call week,TEC15,TEC15,TEC15
6875,yesterday gravity wg call trying tailor best ways allow resilient integral antifragle human relationships community getting best different points view,TEC17,TEC15,TEC2
6876,attending caribe eth getting commons ideas spanish speaking community,TEC5,TEC15,TEC15
6877,joining book club today,,,TEC1
6878,inconditional help guidance gravity working group,TEC17,TEC17,TEC17
6879,friends juan karlos,,,TEC16
6880,joining tec community call week,TEC15,TEC15,TEC15
6881,joining last soft gov meeting thanks much presence contributions,TEC2,TEC2,TEC2
6882,working sourcecred instance creating alias accounts,,,TEC1
6883,powering dandelion voting parameter posts sunday going big week tec,TEC2,TEC15,TEC2
