,To,From,Reason for dishing,Server,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,day_of_week,tag,Kmean tag
3634,solsista,iviangita,welcoming paula,Token Engineering Commons,praise,0.0015342829762865669,0.1534282976286567,0.10228553175243779,0.16429316884615963,0.19625372736842606,0.38220499142803316,Friday,TEC16,#1 cluster
3635,solsista,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0017503964949487035,0.12502832106776454,0.1667044280903527,0.18001956379478368,0.21503943616322843,0.3114578543889219,Friday,TEC1,#1 cluster
3636,solsista,zeptimusQ,work questions 0mega,Telegram,te praise,0.0003873303754479493,0.1161991126343848,0.5164405005972658,0.12325408671810832,0.1472311606356801,0.09648780903911308,Wednesday,TEC2,#1 cluster
3637,solsista,iviangita,hitchhiker guide te,Token Engineering Commons,praise,0.00010348209385088507,0.5174104692544254,0.10348209385088507,0.160956993351174,0.19226855329124337,0.025778408158421237,Friday,TEC5,#1 cluster
3638,Laurenluz,GriffGreen,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,Telegram,cs ddev team,0.0011587774135766405,0.11587774135766407,0.3862591378588802,0.16231859123363035,0.19389502782329557,0.14049072431295334,Wednesday,TEC5,#1 cluster
3639,Laurenluz,JessicaZartler,joining tec praise channel,Telegram,te praise,0.0022296915017101216,0.15926367869358013,0.005308789289786004,0.20369418707937273,0.24331957158769285,0.38618408184785824,Thursday,TEC15,#1 cluster
3640,Laurenluz,GriffGreen,coming giveth server instantly grabbing work tec params group,Token Engineering Commons,praise,0.00022932904778272844,0.03822150796378808,0.6370251327298013,0.10564620361930707,0.12619795084519808,0.09267987579412289,Friday,TEC3,#1 cluster
3641,Laurenluz,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0017650250100685763,0.12607321500489832,0.16809762000653108,0.18152403373541967,0.21683657621256044,0.30570353003052203,Friday,TEC1,#1 cluster
3642,Laurenluz,JessicaZartler,joining comms working group call energy supporting work beautiful day everyone,Telegram,te praise,0.0010729744479607705,0.21459488959215411,0.1788290746601284,0.15735789194382535,0.18796930538560744,0.2601758639703239,Tuesday,TEC1,#1 cluster
3643,Laurenluz,GriffGreen,joining commons stack simulator sync continuing improve game,Telegram,cs ddev team,0.0005021072909463406,0.10042145818926812,0.5021072909463405,0.12541055531006579,0.14980713511736815,0.12175145314601117,Wednesday,TEC5,#1 cluster
3644,Laurenluz,iviangita,joining tec community,Token Engineering Commons,praise,0.0010160340535136042,0.10160340535136042,0.33867801783786805,0.14232346457372463,0.17001017517882985,0.24636890300470343,Friday,TEC15,#1 cluster
3645,Laurenluz,iviangita,nice vibe jumping,Token Engineering Commons,praise,0.00018432609651352342,0.1536050804279362,0.5120169347597873,0.11833996743230424,0.14136107948543658,0.07449261179802213,Friday,TEC2,#1 cluster
3646,Laurenluz,iviangita,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,Token Engineering Commons,praise,0.0013115617025565515,0.2623123405113103,0.043718723418551715,0.17070990781528553,0.20391873831783192,0.3180287282344639,Friday,TEC10,#1 cluster
3647,Laurenluz,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0010160340535136042,0.10160340535136042,0.33867801783786805,0.14232346457372463,0.17001017517882985,0.24636890300470343,Friday,TEC1,#1 cluster
3648,Laurenluz,danibelle,putting many hours learning subsequent awesome copy editing work document,Telegram,cs ddev team,0.0011872514437065813,0.1484064304633227,0.39575048123552714,0.17438072228459994,0.2083036499439703,0.07197146462887338,Friday,TEC1,#1 cluster
3649,ygganderson,JuankBell,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,Token Engineering Commons,praise,0.000590975078012454,0.17729252340373625,0.39398338534163607,0.13930713908588707,0.16640707271650598,0.1224189043742221,Thursday,TEC2,#1 cluster
3650,ygganderson,iviangita,tec dashboard looking amazing,Telegram,te praise,0.0013063952849936438,0.0653197642496822,0.4354650949978813,0.16522899741555974,0.19737160611937218,0.13530814193251076,Friday,TEC15,#1 cluster
3651,ygganderson,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0018473159959399594,0.13195114256713997,0.17593485675618661,0.18998725188259907,0.22694617552572463,0.27333325727240976,Friday,TEC1,#1 cluster
3652,ygganderson,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0018473159959399594,0.13195114256713997,0.17593485675618661,0.18998725188259907,0.22694617552572463,0.27333325727240976,Friday,TEC1,#1 cluster
3653,ygganderson,divine_comedian,helping navigate python,Token Engineering Commons,praise,0.0003564525812427836,0.0396058423603093,0.6600973726718216,0.11798365696034606,0.14093545465946286,0.04102122076681753,Tuesday,TEC5,#1 cluster
3654,ygganderson,iviangita,much incredible work dashboard,Token Engineering Commons,praise,0.000590665449617455,0.05906654496174551,0.590665449617455,0.13146298766451903,0.15703696946586548,0.06117738284079749,Friday,TEC1,#1 cluster
3655,ygganderson,iviangita,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,Token Engineering Commons,praise,0.0013752959923688354,0.2750591984737671,0.045843199745627845,0.1790054189737158,0.21382800598001697,0.28488888083450337,Friday,TEC10,#1 cluster
3656,ygganderson,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0010538680978634688,0.1053868097863469,0.3512893659544896,0.14762316122472532,0.17634084144478884,0.2183059534917859,Friday,TEC1,#1 cluster
3657,ygganderson,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0010538680978634688,0.1053868097863469,0.3512893659544896,0.14762316122472532,0.17634084144478884,0.2183059534917859,Friday,TEC1,#1 cluster
3658,Sponnet2,GriffGreen,putting much love video script,Telegram,swiss membership cstk token dapp,0.0010947067785472898,0.13683834731841124,0.45612782439470406,0.1720757919563549,0.20555033298634853,0.028312996565634005,Monday,TEC10,#1 cluster
3659,Sponnet2,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0010541335761074888,0.10541335761074891,0.3513778587024963,0.14766034874154843,0.17638526318696957,0.21810903818212932,Friday,TEC1,#1 cluster
3660,Sponnet2,iviangita,making awesome video swiss membership dapp,Telegram,te praise,0.00031452940042277553,0.1572647002113878,0.5242156673712925,0.13017149069368936,0.155494232798113,0.032539379525094524,Friday,TEC5,#1 cluster
3661,iviangita,GriffGreen,helping us dot cross discord migration,Telegram,te praise,0.0009360600665090852,0.23401501662727134,0.3120200221696951,0.16931335289786423,0.20225050642434714,0.08146504181431304,Monday,TEC1,#1 cluster
3662,iviangita,zeptimusQ,joining transparency call,Telegram,te praise,0.0004229346621062198,0.10573366552655497,0.5286683276327748,0.1244707989268081,0.14868456435182728,0.09201970889992866,Monday,TEC10,#1 cluster
3663,iviangita,JuankBell,helpful praise system,Token Engineering Commons,praise,0.00019802736760705532,0.05940821028211661,0.6600912253568512,0.11202106646914906,0.1338129393697522,0.03446853115452399,Tuesday,TEC16,#1 cluster
3664,iviangita,JuankBell,amazing caring stewards community thank life opportunity meeting paths one,Token Engineering Commons,praise,0.0005498360327271581,0.21993441309086323,0.3665573551514387,0.1445656759226408,0.17268857217389524,0.09570414762843464,Wednesday,TEC8,#1 cluster
3665,iviangita,iviangita,joining last legal wg meeting,Token Engineering Commons,praise,0.0012177562171615237,0.24355124343230478,0.16236749562153652,0.17356832959336282,0.20733321948748076,0.21196195564815357,Sunday,TEC4,#1 cluster
3666,iviangita,iviangita,attending transparency wg sharing ideas execute audit giving feedback mutual accountability methods,Token Engineering Commons,praise,0.00092980818609057,0.18596163721811404,0.30993606203019003,0.15553673530125975,0.18579387239119427,0.16184188487315126,Monday,TEC10,#1 cluster
3667,iviangita,GriffGreen,eash dishing praise times gratitude culture bring community makes nice,Commons Stack,praise,0.00020449421483174194,0.04089884296634839,0.6816473827724732,0.11011684751695025,0.1315382856191858,0.03559414691021066,Monday,TEC16,#1 cluster
3668,iviangita,zeptimusQ,filling transparency audit nice discussion keep improving system,Token Engineering Commons,praise,0.000519970860323,0.10399417206460003,0.5199708603230001,0.12987231118523823,0.15513685288793463,0.09050583267890404,Thursday,TEC10,#1 cluster
3669,iviangita,iviangita,jumping onboarding,Token Engineering Commons,praise,0.0012293968792502067,0.17562812560717242,0.29271354267862065,0.1720548994848882,0.20552537629215256,0.15284865905791586,Friday,TEC6,#1 cluster
3670,iviangita,iviangita,work transparency transparency medium article,Token Engineering Commons,praise,0.000579394612598724,0.41385329471337434,0.13795109823779145,0.17114393934929417,0.20443720361848208,0.07203506946845922,Friday,TEC10,#1 cluster
3671,iviangita,iviangita,always giving praise legal meetings,Token Engineering Commons,praise,0.0005808379441194267,0.08297684915991811,0.5531789943994541,0.1326244394663993,0.15842436280101552,0.07221451622909357,Friday,TEC4,#1 cluster
3672,iviangita,iviangita,contributing mutual monitoring document,Token Engineering Commons,praise,0.0004260700827614453,0.08521401655228907,0.5680934436819272,0.12399215045331499,0.14811280257098536,0.07416151665872196,Friday,TEC14,#1 cluster
3673,sembrestels,JuankBell,amazing caring stewards community thank life opportunity meeting paths one,Token Engineering Commons,praise,0.0006690052268632708,0.13380104537265416,0.44600348457551386,0.13950322574890667,0.16664130487213452,0.11338193420392753,Wednesday,TEC8,#1 cluster
3674,sembrestels,sembrestels,6h work disputable smart contracts research working commons template write new new dao js meetings fabi paulo,Telegram,commons swarm,0.000589982084493818,0.4424865633703637,0.14749552112345451,0.18087180910165604,0.2160574719927524,0.01249865232727949,Wednesday,TEC5,#1 cluster
3675,sembrestels,iviangita,work contribute much great path organization getting ready hatch,Token Engineering Commons,praise,0.0008985673074973275,0.12836675821390395,0.42788919404634645,0.15222756304660665,0.18184095459552596,0.10877696279011978,Friday,TEC6,#1 cluster
3676,sembrestels,iviangita,hard work contracts templates,Token Engineering Commons,praise,0.0006712021938404525,0.16780054846011314,0.4474681292269683,0.14908997903435736,0.17809300476071444,0.05687713632400628,Friday,TEC4,#1 cluster
3677,sembrestels,iviangita,joining tec weekly sync https www youtube com watch v efhuvu oc0,Token Engineering Commons,praise,0.0008974608330382178,0.2991536110127393,0.09971787033757977,0.15799742940840122,0.18873325442950487,0.25350037397873665,Friday,TEC10,#1 cluster
3678,sembrestels,sembrestels,4h working commons upgrade migration tools smart contracts,Telegram,commons swarm,0.0006520477180182832,0.4346984786788555,0.14489949289295181,0.18287802082048174,0.21845395942832016,0.018418000461372517,Friday,TEC5,#1 cluster
3679,sembrestels,sembrestels,4h deploying contracts template rinkeby,Telegram,commons swarm,0.0006520477180182832,0.4346984786788555,0.14489949289295181,0.18287802082048174,0.21845395942832016,0.018418000461372517,Friday,TEC14,#1 cluster
3680,sembrestels,sembrestels,2h working simplifying hatch smart contracts going app instead 3,Telegram,commons swarm,0.000640255492057839,0.42683699470522607,0.14227899823507534,0.17957068782506616,0.21450323867530277,0.03616982506727189,Friday,TEC5,#1 cluster
3681,sembrestels,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,te praise,0.0015911251255254493,0.22730358936077852,0.151535726240519,0.19455354801836025,0.23240077015979035,0.19261524109502642,Friday,TEC1,#1 cluster
3682,sembrestels,iviangita,joining last legal wg meeting,Token Engineering Commons,praise,0.0012245876807191127,0.24491753614382258,0.16327835742921504,0.17454202671078134,0.20849633351083416,0.20754115852462782,Sunday,TEC4,#1 cluster
3683,sembrestels,Tam2140,approaching finish line,Commons Stack,praise,0.0002116026078546361,0.02116026078546361,0.7053420261821203,0.10818883258700238,0.129235206813625,0.0358620710239342,Monday,TEC2,#1 cluster
3684,sembrestels,GriffGreen,spinning fresh cv dao commons stack community fund,Telegram,commons swarm,0.001671404306931431,0.08357021534657155,0.41785107673285776,0.19415995837855923,0.2319306140844162,0.07081673115066389,Tuesday,TEC15,#1 cluster
3685,sembrestels,sembrestels,5h work continuing work template fixing another timeout claiming impact hours closing hatch,Telegram,commons swarm,0.001907910481648632,0.09539552408243161,0.39748135034346505,0.21179739136407547,0.2529991221975392,0.040418701530840255,Wednesday,TEC6,#5 cluster
3686,sembrestels,sembrestels,2h work paulo configuring ide debugging template,Telegram,commons swarm,0.0020311269102344406,0.10155634551172203,0.3385211517057401,0.21500391698497898,0.2568294250899688,0.08605803379735573,Wednesday,TEC5,#5 cluster
3687,sembrestels,JuankBell,find chuy luuk server active commons swarm ama 1hive call today,Token Engineering Commons,praise,0.0004468295183479865,0.1787318073391946,0.4468295183479865,0.1359121955700121,0.16235169820792927,0.0757279510165296,Thursday,TEC5,#1 cluster
3688,sembrestels,iviangita,undertaking massive complex tec hatch code facing team every week,Token Engineering Commons,praise,0.0006850246584635913,0.08562808230794892,0.5708538820529928,0.1429956578506393,0.17081313267724252,0.0290242204527128,Friday,TEC15,#1 cluster
3689,sembrestels,iviangita,working really hard get hatch done,Token Engineering Commons,praise,0.000587617419365756,0.14690435484143902,0.4896811828047967,0.14264197220138675,0.1703906432529286,0.049794229480083343,Friday,TEC6,#1 cluster
3690,sembrestels,iviangita,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,Token Engineering Commons,praise,0.0014504372259002618,0.2900874451800524,0.04834790753000873,0.18878563215337257,0.2255108002454384,0.24581777766522764,Friday,TEC10,#1 cluster
3691,sembrestels,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0010974341214642488,0.10974341214642488,0.36581137382141626,0.15372577894223338,0.18363062398563992,0.18599137698282128,Friday,TEC1,#1 cluster
3692,durgadasji,liviade,joining soft gov call,Telegram,te praise,0.0014541300506883748,0.290826010137675,0.0484710016896125,0.1892662818840928,0.2260849525481116,0.24389762368981965,Tuesday,TEC2,#1 cluster
3693,durgadasji,JuankBell,coordinating nice meeting explaining 5 6 years work hours cross pollinating spirals integral study group,Token Engineering Commons,praise,0.0004040789516394824,0.40407895163948243,0.2020394758197412,0.16385709335742105,0.1957328204924455,0.03388757973927043,Thursday,TEC2,#1 cluster
3694,durgadasji,JuankBell,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,Token Engineering Commons,praise,0.0006050708828564185,0.1815212648569256,0.4033805885709457,0.14262986168280223,0.17037617684447706,0.1014870371619929,Thursday,TEC2,#1 cluster
3695,durgadasji,iviangita,inviting griff really fun call spiral dynamics crew,Token Engineering Commons,praise,0.0014392265848555508,0.10280189891825364,0.34267299639417875,0.17345771652944092,0.2072010884576743,0.17242707311559688,Friday,TEC2,#1 cluster
3696,durgadasji,iviangita,working gitbook agreements zep,Token Engineering Commons,praise,0.0005460916754082335,0.11701964473033578,0.5200873099126034,0.13530083324630152,0.16162140535972938,0.06542471507562156,Friday,TEC4,#1 cluster
3697,durgadasji,GriffGreen,using 810180622165213219 channel,Token Engineering Commons,praise,0.0007090636149923526,0.11817726916539213,0.3939242305513071,0.13167883286427415,0.157294803848957,0.1982157999550773,Friday,TEC10,#1 cluster
3698,markusbkoch#6770,GriffGreen,role stewarding cadcad early days existence,Commons Stack,praise,0.00020494359278083778,0.051235898195209455,0.6831453092694593,0.11314615002736514,0.1351568895820471,0.017110809333138157,Monday,TEC2,#1 cluster
3699,markusbkoch#6770,liviade,amazing work balancer great perspectives token engineering field hatcher onboarding call,Commons Stack,praise,0.00036229833116237627,0.09057458279059409,0.6038305519372938,0.12530413970404153,0.14968001799357603,0.030248409243332018,Monday,TEC6,#1 cluster
3700,akrtws ,iviangita,writing article token engineering teams recruit,Telegram,te praise,0.0003454276294167829,0.3454276294167829,0.28785635784731906,0.15432072184891113,0.18434130332513746,0.0277085599324326,Friday,TEC1,#1 cluster
3701,akrtws ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.001968671623876378,0.1406194017054556,0.1874925356072741,0.20246807395245608,0.24185493813007777,0.22559637898086002,Friday,TEC1,#1 cluster
3702,akrtws ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.001968671623876378,0.1406194017054556,0.1874925356072741,0.20246807395245608,0.24185493813007777,0.22559637898086002,Friday,TEC1,#1 cluster
3703,akrtws ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0011084403755002056,0.11084403755002058,0.3694801251667353,0.1552675069984525,0.185472270109847,0.17782761979944456,Friday,TEC1,#1 cluster
3704,akrtws ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0011084403755002056,0.11084403755002058,0.3694801251667353,0.1552675069984525,0.185472270109847,0.17782761979944456,Friday,TEC1,#1 cluster
3705,akrtws ,iviangita,first meeting santi,Telegram,te praise,0.0004600430545169791,0.04600430545169791,0.6133907393559721,0.12136518316332127,0.14497480162050325,0.07380492735398857,Friday,TEC2,#1 cluster
3706,metaverde,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0,0.0,0.0,0.0,0.7198452422784901,0.28015475772150983,Friday,TEC1,#3 cluster
3707,metaverde,JuankBell,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7198452422784901,0.28015475772150983,Thursday,TEC2,#3 cluster
3708,metaverde,iviangita,helping mateo captcha issue discord server,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7198452422784901,0.28015475772150983,Friday,TEC1,#3 cluster
3709,metaverde,JuankBell,find chuy luuk server active commons swarm ama 1hive call today,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7198452422784901,0.28015475772150983,Thursday,TEC5,#3 cluster
3710,metaverde,iviangita,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7198452422784901,0.28015475772150983,Friday,TEC10,#3 cluster
3711,GriffGreen,GriffGreen,awesome work discord praise bot,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.0,1.0,Saturday,TEC16,#6 cluster
3712,GriffGreen,JuankBell,amazing caring stewards community thank life opportunity meeting paths one,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Wednesday,TEC8,#3 cluster
3713,GriffGreen,JuankBell,coordinating nice meeting explaining 5 6 years work hours cross pollinating spirals integral study group,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Thursday,TEC2,#3 cluster
3714,GriffGreen,rdfbbx#6437,testing praise bot update tec,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.0,1.0,Thursday,TEC15,#6 cluster
3715,GriffGreen,rdfbbx#6437,testing praise bot update commons stack,Commons Stack,praise,0.0,0.0,0.0,0.0,0.0,1.0,Thursday,TEC5,#6 cluster
3716,GriffGreen,JuankBell,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Thursday,TEC2,#3 cluster
3717,GriffGreen,iviangita,work contribute much great path organization getting ready hatch,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC6,#3 cluster
3718,GriffGreen,iviangita,inviting mateo praise quant session cs,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC16,#3 cluster
3719,GriffGreen,iviangita,eduardovegaptam2140 much work onboarding hatchers,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC6,#3 cluster
3720,GriffGreen,iviangita,welcoming paula,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC16,#3 cluster
3721,GriffGreen,iviangita,joining tec weekly sync https www youtube com watch v efhuvu oc0,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC10,#3 cluster
3722,GriffGreen,GriffGreen,making many dank memes 810180622165213222,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.0,1.0,Friday,TEC2,#6 cluster
3723,GriffGreen,GriffGreen,great hatcher tldr post forum edits https forum tecommons org hatch tl dr 272,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.0,1.0,Sunday,TEC1,#6 cluster
3724,GriffGreen,iviangita,joining last legal wg meeting,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.0,1.0,Sunday,TEC4,#6 cluster
3725,GriffGreen,iviangita,attending transparency wg sharing ideas execute audit giving feedback mutual accountability methods,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Monday,TEC10,#3 cluster
3726,GriffGreen,GriffGreen,eash dishing praise times gratitude culture bring community makes nice,Commons Stack,praise,0.0,0.0,0.0,0.0,0.0,1.0,Monday,TEC16,#6 cluster
3727,GriffGreen,JuankBell,find chuy luuk server active commons swarm ama 1hive call today,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Thursday,TEC5,#3 cluster
3728,GriffGreen,iviangita,amazing calls establishing good process hatcher outreach much work behind scenes onboarding people,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC6,#3 cluster
3729,GriffGreen,iviangita,always everywhere great energy commons stack hat merch,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC5,#3 cluster
3730,GriffGreen,iviangita,awesome commons stack gear call,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC5,#3 cluster
3731,GriffGreen,iviangita,contributing mutual monitoring document,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC14,#3 cluster
3732,GriffGreen,iviangita,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC10,#3 cluster
3733,GriffGreen,Santigs67,joining today legal wg,Token Engineering Commons,praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC4,#3 cluster
3734,GriffGreen,GriffGreen,reviewing,Telegram,swiss membership cstk token dapp,0.0,0.0,0.0,0.0,0.0,1.0,Monday,TEC4,#6 cluster
3735,GriffGreen,liviade,helping close hatch dao section gitbook,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Monday,TEC6,#3 cluster
3736,GriffGreen,liviade,joining soft gov call,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Tuesday,TEC2,#3 cluster
3737,GriffGreen,liviade,giving us overview celeste disputable voting,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Tuesday,TEC2,#3 cluster
3738,GriffGreen,GriffGreen,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,Telegram,cs ddev team,0.0,0.0,0.0,0.0,0.0,1.0,Wednesday,TEC5,#6 cluster
3739,GriffGreen,GriffGreen,getting us one coolest defi4good platforms stake behind commons stack earn 50 apy commons stack earns another 50 apy https stakes social 0xfa38fc50e055cbe88bd569eddcce057999b2bc9c,Telegram,commons stack,0.0,0.0,0.0,0.0,0.0,1.0,Thursday,TEC1,#6 cluster
3740,GriffGreen,iviangita,working lot last months launch celeste,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC2,#3 cluster
3741,GriffGreen,iviangita,working hard hatch,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC6,#3 cluster
3742,GriffGreen,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC1,#3 cluster
3743,GriffGreen,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC1,#3 cluster
3744,GriffGreen,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC1,#3 cluster
3745,GriffGreen,JessicaZartler,joining comms working group call energy supporting work beautiful day everyone,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Tuesday,TEC1,#3 cluster
3746,GriffGreen,JessicaZartler,hatcher comms work session morning,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Tuesday,TEC1,#3 cluster
3747,GriffGreen,JessicaZartler,work hatcher comms,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Tuesday,TEC1,#3 cluster
3748,GriffGreen,GriffGreen,joining commons stack simulator sync continuing improve game,Telegram,cs ddev team,0.0,0.0,0.0,0.0,0.0,1.0,Wednesday,TEC5,#6 cluster
3749,GriffGreen,JessicaZartler,always taking care teams acknowledging hard work care whilst multitasking like crazy,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Thursday,TEC2,#3 cluster
3750,GriffGreen,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC1,#3 cluster
3751,GriffGreen,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC1,#3 cluster
3752,GriffGreen,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC1,#3 cluster
3753,GriffGreen,iviangita,first meeting santi,Telegram,te praise,0.0,0.0,0.0,0.0,0.7296788304689616,0.27032116953103835,Friday,TEC2,#3 cluster
3754,liviade,zeptimusQ,leading assisting last softgov call notice someone missing quanting,Telegram,te praise,0.0005145028572695477,0.25725142863477385,0.3430019048463651,0.14927061215430626,0.17830877716229654,0.07165277434498858,Monday,TEC2,#1 cluster
3755,liviade,zeptimusQ,gitbook coooooooool,Token Engineering Commons,praise,9.560052326204385e-05,0.39833551359184943,0.2655570090612329,0.1480574003861648,0.17685955470257078,0.011094921734920072,Tuesday,TEC6,#1 cluster
3756,liviade,liviade,joining soft gov call,Telegram,te praise,0.0015169099367804864,0.30338198735609734,0.05056366455934955,0.19743757001071938,0.23584583161212086,0.2112540365249324,Tuesday,TEC2,#1 cluster
3757,liviade,JuankBell,amazing caring stewards community thank life opportunity meeting paths one,Token Engineering Commons,praise,0.0005605599149551509,0.22422396598206037,0.3737066099701006,0.14738525337942396,0.17605665247399455,0.0780669582794652,Wednesday,TEC8,#1 cluster
3758,liviade,solsista,joining 810180622634844202 wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,Token Engineering Commons,praise,0.0016682027068956077,0.1668202706895608,0.2780337844826013,0.19927502179912324,0.2380407297419807,0.11616199057983827,Thursday,TEC2,#1 cluster
3759,liviade,iviangita,participating source cred hack sessions,Token Engineering Commons,praise,0.0012681430802294392,0.1811632971756342,0.301938828626057,0.1774774557215438,0.21200280247612407,0.12614947292041145,Friday,TEC2,#1 cluster
